,loss,hinge_accuracy
0,1.0068291388452053,0.4609375
1,0.9940709844231606,0.4609375
2,0.9809228628873825,0.4609375
3,0.9674455858767033,0.4609375
4,0.9539905712008476,0.466796875
5,0.9411124512553215,0.490234375
6,0.9289067424833775,0.51953125
7,0.9180192798376083,0.564453125
8,0.9075915180146694,0.650390625
9,0.8972140774130821,0.740234375
10,0.887651551514864,0.826171875
11,0.8768984638154507,0.9296875
12,0.8663722537457943,0.94921875
13,0.8555001243948936,0.958984375
14,0.8448569625616074,0.970703125
15,0.8339208476245403,0.974609375
16,0.8237002901732922,0.98046875
17,0.8143966980278492,0.978515625
18,0.8056947998702526,0.98046875
19,0.7982205115258694,0.982421875
