,loss,hinge_accuracy
0,1.0325107603137422,0.46484375
1,1.0219541317359824,0.466796875
2,1.0120625451915795,0.46875
3,1.0025717443363396,0.470703125
4,0.9937240119983696,0.470703125
5,0.9856122619318808,0.470703125
6,0.9776432348303798,0.470703125
7,0.9699315202840928,0.470703125
8,0.9616359253576261,0.470703125
9,0.9535577573800418,0.470703125
10,0.9447208478516371,0.470703125
11,0.9362709639741025,0.470703125
12,0.9275727908883292,0.47265625
13,0.9192939873157192,0.478515625
14,0.9113896024998677,0.48828125
15,0.9042279342360818,0.52734375
16,0.8974990057824558,0.630859375
17,0.8922331619223233,0.728515625
18,0.8862384111588473,0.7578125
19,0.8814633410209076,0.77734375
